"ANIMALID","DATE","LONGITUDE","LATITUDE","ARGOSCLASS"
"M-150","2017-12-12 20:36:55.000","77.65617","-0.84226","B"
"M-150","2017-12-12 21:19:35.000","77.69027","-0.72868","0"
"M-150","2017-12-15 18:09:16.000","80.0552","-0.82995","0"
"M-150","2017-12-31 17:59:57.000","77.43104","-10.97659","B"
"M-150","2018-01-07 06:00:18.000","87.56278","-12.23799","B"
"M-150","2018-01-07 06:09:43.000","87.56318","-12.24024","B"
"M-150","2018-01-07 07:54:51.000","87.56409","-12.24191","B"
"M-150","2018-01-07 08:53:00.000","87.54112","-12.30012","B"
"M-150","2018-01-07 14:17:28.000","87.83441","-12.52601","B"
"M-150","2018-01-08 05:28:34.000","88.06346","-12.80091","B"
"M-150","2018-01-29 17:32:54.000","96.27259","-11.50648","B"
"M-150","2018-01-30 04:45:11.000","96.26577","-11.51227","B"
"M-150","2018-01-30 07:29:54.000","96.219","-11.50288","B"
"M-150","2018-01-31 04:19:37.000","96.00009","-11.5456","B"
"M-150","2018-02-13 17:59:58.000","97.65793","-9.01998","1"
"M-150","2018-02-13 18:22:20.000","97.65461","-9.02937","2"
"M-150","2018-02-14 15:15:05.000","97.68948","-9.0462","B"
"M-150","2018-02-19 16:39:13.000","97.72754","-9.16308","B"
"M-150","2018-02-21 17:15:25.000","97.89756","-9.32404","B"
"M-150","2018-02-22 16:43:15.000","97.93307","-9.3514","B"
"M-150","2018-02-23 07:33:21.000","98.0078","-9.36516","B"
"M-150","2018-03-05 17:49:35.000","98.07944","-7.63464","0"
"M-150","2018-03-05 17:57:43.000","98.07962","-7.63461","B"
"M-150","2018-03-09 17:17:56.000","96.83628","-7.50835","B"
"M-150","2018-03-09 17:17:56.000","96.83628","-7.50835","B"
"M-150","2018-03-11 17:12:09.000","96.22103","-7.39649","A"
"M-149","2017-11-25 22:30:00.000","73.3513333","2.39688333","3"
"M-149","2017-11-26 21:11:00.000","73.3513333","2.39688333","3"
"M-149","2017-11-27 02:42:39.000","73.31146","2.39903","1"
"M-149","2017-11-30 03:49:59.000","73.19817","2.36874","A"
"M-149","2017-12-01 03:42:02.000","73.19957","2.37285","B"
"M-149","2017-12-07 21:00:00.000","73.3513333","2.39688333","3"
"M-129","2017-12-08 21:02:00.000","73.35086666","2.39626666","3"
"M-129","2017-12-11 10:43:23.000","73.29968","1.43893","1"
"M-129","2017-12-11 20:45:03.000","73.54306","1.92821","2"
"M-129","2017-12-11 20:47:14.000","73.5405","1.93475","3"
"M-156","2018-04-15 22:35:00.000","73.3490666","2.39328333","3"
"M-156","2018-04-17 04:01:37.000","73.35765","2.43698","A"
"M-156","2018-04-18 19:48:58.000","73.33351","2.41469","1"
"M-156","2018-04-18 19:57:02.000","73.34303","2.4189","A"
"M-156","2018-04-18 20:52:57.000","73.33695","2.41689","2"
"M-156","2018-04-19 22:12:44.000","73.2393","2.46753","1"
"M-156","2018-04-19 22:54:28.000","73.23366","2.47302","1"
"M-156","2018-04-21 03:19:50.000","73.29174","2.47103","1"
"M-156","2018-04-21 03:19:50.000","73.29174","2.47103","1"
"M-156","2018-04-21 22:21:15.000","73.28453","2.5576","B"
"M-156","2018-04-24 02:45:56.000","72.95138","3.30449","0"
"M-156","2018-04-25 02:35:38.000","73.00857","3.25963","1"
"M-156","2018-04-27 03:47:41.000","72.95447","3.31885","3"
"M-156","2018-04-27 18:28:11.000","72.95696","3.30166","B"
"M-156","2018-04-28 18:50:18.000","72.78673","3.47297","2"
"M-156","2018-04-28 19:06:55.000","72.79611","3.47118","1"
"M-156","2018-04-28 20:50:18.000","72.79015","3.47396","B"
"M-156","2018-04-29 03:29:37.000","72.76592","3.4847","3"
"M-156","2018-04-29 22:07:12.000","72.76969","3.47841","B"
"M-156","2018-04-29 22:51:39.000","72.76855","3.48173","B"
"M-156","2018-04-30 18:30:38.000","72.79995","3.51284","B"
"M-156","2018-05-01 19:16:04.000","72.90521","3.50119","3"
"M-156","2018-05-01 19:42:02.000","72.90342","3.49372","0"
"M-111","2018-04-15 22:30:00.000","73.3490666","2.39328333","3"
"M-111","2018-04-20 03:32:33.000","73.30927","2.42673","3"
"M-111","2018-04-28 18:56:12.000","72.95169","3.48039","B"
"M-111","2018-04-28 19:05:47.000","73.16869","3.58522","B"
"M-111","2018-04-29 05:08:04.000","72.97107","3.37515","B"
"M-111","2018-04-29 18:57:40.000","72.80729","3.4415","B"
"M-111","2018-04-29 19:01:42.000","72.8953","3.35092","B"
"M-111","2018-04-30 04:56:36.000","72.71732","3.51482","2"
"M-111","2018-04-30 05:26:07.000","72.71312","3.52705","1"
