species,common_name,date_time,lon,lat
Carcharhinus longimanus,Oceanic Whitetip Shark,2021-10-01T16:53:00Z,34.887043,25.360414
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.850136,-9.133472
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.883472,-10.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,70,-12.800139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,43.633472,-13.800139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,70.38347,-3.366806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.466805,-6.283472
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,63.466805,-5.716805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.90014,-4.316805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.90014,-4.316805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.90014,-4.316805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.516804,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.800137,-5.900139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.850136,-6.150139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.816803,6.266806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,44.266804,-3.916806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,49.416805,-3.383472
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.500137,-7.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.566803,-7.966805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.566803,-7.966805
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.600136,-3.066806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.18347,-5.950139
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,45.950138,-6.366806
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.46,-20.3
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.84,-17.67
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.99,-22.8
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.1599,-22.67
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.901093,26.377242
Carcharhinus longimanus,Oceanic Whitetip Shark,2021-11-16T15:05:00Z,34.975352,25.267918
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-10-04T11:29:00Z,34.830394,26.249191
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.976051,26.267294
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-10-23T12:07:00Z,34.989564,25.220509
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-10-23T09:55:00Z,34.854921,25.275844
Carcharhinus longimanus,Oceanic Whitetip Shark,2008-09-26T18:47:00Z,34.86031,26.363818
Carcharhinus longimanus,Oceanic Whitetip Shark,2018-10-07T05:01:00Z,34.711934,27.012484
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.082648,25.194105
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-12-05T14:46:00Z,34.999559,25.292203
Carcharhinus longimanus,Oceanic Whitetip Shark,2005-12-09T13:03:00Z,36.270494,23.801668
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-12-03T08:05:00Z,34.956033,25.274339
Carcharhinus longimanus,Oceanic Whitetip Shark,2020-12-14T08:03:00Z,34.932409,25.347577
Carcharhinus longimanus,Oceanic Whitetip Shark,2018-12-11T11:40:00Z,35.367302,25.314718
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.033598,25.388659
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.889536,25.289796
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.952675,25.229815
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-08-06T08:37:00Z,35.995618,24.989451
Carcharhinus longimanus,Oceanic Whitetip Shark,2008-12-08T11:05:00Z,35.095998,24.972306
Carcharhinus longimanus,Oceanic Whitetip Shark,2018-11-05T12:20:00Z,34.918232,26.339043
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.4359,-22.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-08-08T09:56:00Z,34.8617,25.3083
Carcharhinus longimanus,Oceanic Whitetip Shark,2015-11-11T23:11:00Z,35.815863,24.927032
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.422,-18.676
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,38.575,-17.116
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.328,-18.846
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.328,-18.846
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-11-01T10:56:00Z,35.8333,24.95
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-11-01T15:01:00Z,35.8333,24.95
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-11-02T07:24:00Z,34.8267,25.5722
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-10-31T11:30:00Z,35.8717,24.9314
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-10-31T15:10:00Z,35.8717,24.9314
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-10-31T07:57:00Z,35.8717,24.9314
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.56368,-23.8527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.56368,-23.8527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.50786,-21.31902
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.39292,-22.13317
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.615752,26.340094
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.663067,26.327294
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.796192,26.289103
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.738048,26.20833
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,38.286667,-28.862222
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-07-18T12:19:00Z,34.8267,25.5722
Carcharhinus longimanus,Oceanic Whitetip Shark,2017-07-18T08:05:00Z,34.8267,25.5722
Carcharhinus longimanus,Oceanic Whitetip Shark,2015-11-29T09:40:00Z,72.8126,4.12166
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,92.55,19.38
Carcharhinus longimanus,Oceanic Whitetip Shark,2016-06-02T08:17:00Z,35.8594,24.3671
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.766666,-24.316668
Carcharhinus longimanus,Oceanic Whitetip Shark,2004-11-15T12:30:00Z,34.8612,25.3111
Carcharhinus longimanus,Oceanic Whitetip Shark,2004-11-15T12:30:00Z,34.8612,25.3111
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.566803,-12.366806
